,Date,symbol,volume,pv,bullish risk,C2,C1,CMP,P1,P2,Bearish Risk
128,12-11-2024,NTPC,2680,2.5,0,386.35,391.3,380.3,396,400.85,0
129,12-11-2024,OBEROIRLTY,1604,10,0,2006.1,2021.45,1981,2042.9,2062.2,3
130,12-11-2024,OFSS,5854,125,1,11637.95,11879.1,11860.1,12105.25,12381.8,4
131,12-11-2024,ONGC,14320,2.5,0,252.55,257.25,255.9,262.05,266.7,0
132,12-11-2024,PAGEIND,2634,250,0,,,47100,,,5
133,12-11-2024,PEL,1820,10,5,1008.6,1029.35,1021,1047.5,1070.1,1
134,12-11-2024,PERSISTENT,1607,50,0,5547.75,5648.65,5675,5742,5838.6,4
135,12-11-2024,PETRONET,5890,1.5,1,320.25,323.35,322.3,325.55,327.95,0
136,12-11-2024,PFC,6587,5,1,467.25,476.6,467.55,485.95,495.25,1
137,12-11-2024,PIDILITIND,1209,10,4,3016.55,3081.45,3036.75,3101.5,3117.5,0
138,12-11-2024,PIIND,627,25,3,4507.9,4546.1,4526.55,4618.95,4663.95,4
139,12-11-2024,PNB,2005,0.5,0,104.06,105.11,103.5,106.06,107.06,3
140,12-11-2024,POLYCAB,1621,50,1,6530.3,6637.75,6494.95,6737.55,6824.85,1
141,12-11-2024,POWERGRID,4246,2.5,0,322.5,327.2,322.65,331.75,336.2,1
142,12-11-2024,PVRINOX,1243,10,2,1468.4,1487.55,1478.95,1507.4,1531.9,0
143,12-11-2024,RAMCOCEM,6239,5,1,866.7,877.25,909.8,886.6,897.2,5
144,12-11-2024,RBLBANK,1389,1.25,3,158.23,160.63,159.1,162.98,165.48,0
145,12-11-2024,RECLTD,4871,5,0,513.95,523.75,514.85,533.15,542.35,0
146,12-11-2024,RELIANCE,16140,5,0,1271,1280.75,1269.5,1290.4,1300.05,0
147,12-11-2024,SAIL,1522,1.25,4,113.89,115.94,114.35,118.54,120.94,0
148,12-11-2024,SBICARD,1815,2.5,0,686.8,692.65,677,697.45,702.55,0
149,12-11-2024,SBILIFE,1759,10,4,1546.8,1567.95,1557.25,1586.35,1602.2,0
150,12-11-2024,SBIN,11900,5,0,834.15,843.2,826.05,852.85,862.25,0
151,12-11-2024,SHREECEM,11032,125,5,null,23979.4,24087.5,24261.6,24538.95,4
152,12-11-2024,SHRIRAMFIN,1622,25,2,2912.85,2963.75,2930,3011.65,3060.3,0
153,12-11-2024,SIEMENS,1472,50,2,6769.8,6944.1,6790,7037.25,7130.55,1
154,12-11-2024,SRF,1856,10,2,2265.05,2291.4,2241,2306.6,2320.55,0
155,12-11-2024,SUNPHARMA,3329,10,1,1771.4,1790.3,1797,1809.45,1826.75,1
156,12-11-2024,SUNTV,648,5,5,716.75,724.85,728,742.5,754.1,3
157,12-11-2024,SYNGENE,951,5,2,875.3,883.65,888.2,892.2,902.25,1
158,12-11-2024,TATACHEM,1412,10,4,1069.55,1088.7,1069,1108.75,1127.2,0
159,12-11-2024,TATACOMM,1911,10,2,1765.05,1784,1753.1,1804.9,1823.6,1
160,12-11-2024,TATACONSUM,1932,5,1,965.8,974.85,967,984.6,993.8,0
161,12-11-2024,TATAMOTORS,15630,5,1,793.35,803.2,784.75,812.8,822.3,0
162,12-11-2024,TATAPOWER,3173,2.5,1,426.65,431.6,413,436.35,440.95,0
163,12-11-2024,TATASTEEL,7184,1.25,1,143.6,146.05,143.9,148.4,150.75,0
164,12-11-2024,TCS,6292,25,0,4126.1,4172.9,4180,4218.5,4264.85,2
165,12-11-2024,TECHM,1876,10,0,1671.05,1689.7,1689.3,1709.15,1727.45,3
166,12-11-2024,TITAN,3580,25,3,3171.1,3219.6,3187,3263.4,3311.95,0
167,12-11-2024,TORNTPHARM,489,25,4,3114.1,3128.6,3155,3167.55,3203.35,2
168,12-11-2024,TRENT,22162,50,1,6532.35,6628,6508,6728.25,6827.3,0
169,12-11-2024,TVSMOTOR,1101,25,4,2357.6,2419.5,2430,2466.3,2514.95,1
170,12-11-2024,UBL,1174,10,7,null,1883.3,1903,1903.4,1920.75,2
171,12-11-2024,ULTRACEMCO,1912,50,3,10820.15,10912.1,10840,11012.35,11104.4,0
172,12-11-2024,UNITDSPR,1071,10,3,1451.2,1471.1,1448.5,1490,1509.25,2
173,12-11-2024,UPL,31728,5,1,524.15,533.5,528,543.45,552.9,0
174,12-11-2024,VEDL,4915,5,1,435.35,444.25,444.5,453.85,463.35,1
175,12-11-2024,VOLTAS,4843,10,0,1720.25,1740.3,1690,1759,1777.95,2
176,12-11-2024,WIPRO,3630,2.5,0,567.5,572.45,569.05,577.2,582.25,1
177,12-11-2024,ZYDUSLIFE,964,10,1,948.15,968.4,948.95,987.15,1008.15,0
0,11-11-2024,ABBOTINDIA,2986,125,1,null,28430.55,28447.7,28767.55,28903.8,0
1,11-11-2024,ABCAPITAL,1278,1.25,5,195.2,197.4,199.2,200.5,203.1,0
2,11-11-2024,ABFRL,3192,2.5,0,293.8,297.1,297,302.4,310.45,0
3,11-11-2024,ACC,1594,10,2,2239.75,2253.05,2273.45,2281.65,2300.35,0
4,11-11-2024,ADANIENT,3823,10,0,2875.75,2893.05,2903,2910.9,2931.5,0
5,11-11-2024,ADANIPORTS,2234,10,1,1309.35,1328.4,1342.75,1346.95,1365.35,0
6,11-11-2024,ALKEM,2334,50,4,5536.5,5673.55,5595,5757.7,5884.65,3
7,11-11-2024,AMBUJACEM,995,5,6,544.25,552.55,561.8,562.4,571.15,0
8,11-11-2024,APOLLOHOSP,4360,25,0,7307.7,7354.5,7155,7405.65,7455.35,1
9,11-11-2024,APOLLOTYRE,936,5,0,471.25,480.8,482.2,490.75,500.75,1
10,11-11-2024,ASHOKLEY,14070,1.25,0,225.78,227.93,223.51,227.93,230.73,1
11,11-11-2024,ASIANPAINT,96598,10,5,2513,2531.9,2547.8,2638.4,2694.4,0
12,11-11-2024,ASTRAL,1642,10,4,1744.65,1761.3,1714.8,1781.95,1802.2,1
13,11-11-2024,ATUL,655,50,2,7648.75,7772.1,7525,7899.15,8044.6,6
14,11-11-2024,AUBANK,2574,5,3,562.8,572.3,575.55,581.45,591.55,0
15,11-11-2024,AUROPHARMA,6063,10,0,1306.95,1326.8,1286,1344.45,1364,0
16,11-11-2024,AXISBANK,5032,5,0,1129.95,1139.8,1169,1149.5,1158.9,0
17,11-11-2024,BAJAJ-AUTO,4829,50,0,9729.8,9838.35,9910,9932.2,10026.45,0
18,11-11-2024,BAJAJFINSV,1852,10,0,1688.75,1708.7,1720,1727.9,1746.85,0
19,11-11-2024,BAJFINANCE,3676,50,0,6735.1,6827.75,6765,6921.7,7021.05,0
20,11-11-2024,BALKRISIND,1283,25,3,2784,2837.1,2778,2868.7,2935.2,3
21,11-11-2024,BANDHANBNK,1895,1.25,4,170.76,173.21,175.18,175.56,177.96,0
22,11-11-2024,BANKBARODA,3986,1.25,0,250.4,252.6,258,255.2,257.5,0
23,11-11-2024,BATAINDIA,2577,5,0,1310.2,1323.65,1331.5,1336.2,1343.3,0
24,11-11-2024,BEL,3561,2.5,0,286.65,291.55,299.45,296.3,301.1,0
25,11-11-2024,BERGEPAINT,2974,2.5,5,478.7,485.45,494,490.9,495.85,0
26,11-11-2024,BHARATFORG,2565,10,3,1364.9,1384.95,1395.5,1404.6,1424.7,0
27,11-11-2024,BHARTIARTL,4866,10,1,1545.1,1564.5,1556.9,1583.25,1601.25,0
28,11-11-2024,BHEL,2565,2.5,2,226.6,231.8,238.21,236.6,241.2,0
29,11-11-2024,BIOCON,7814,2.5,0,327.9,333.2,348.2,338.15,343.1,0
30,11-11-2024,BOSCHLTD,451,250,3,34892.1,35279.55,34997,35924.25,36387.6,3
31,11-11-2024,BPCL,2808,2.5,0,297.15,301.9,312.8,306.75,311.6,0
32,11-11-2024,BRITANNIA,3849,25,1,5706.6,5756.55,5404.95,5809.1,5877.05,2
33,11-11-2024,BSOFT,1921,5,1,543.95,553.9,572,564.2,573.1,0
34,11-11-2024,CANBK,3903,0.5,0,100.17,101.17,103.8,102.02,103.17,0
35,11-11-2024,CANFINHOME,958,5,6,796.65,803.95,840.5,832.55,841.85,1
36,11-11-2024,CHAMBLFERT,3524,5,4,453,468.8,480.45,477.95,485.95,1
37,11-11-2024,CHOLAFIN,1125,10,2,1225.45,1244.65,1265,1262.25,1285.45,0
38,11-11-2024,CIPLA,2455,10,1,1544.25,1564.35,1549.75,1582.95,1601.5,1
39,11-11-2024,COALINDIA,8130,2.125,0,416.05,418.05,421.9,420.5,422.9,0
40,11-11-2024,COFORGE,3316,50,0,7730.75,7826.25,8068,7924.85,8022,2
41,11-11-2024,COLPAL,2358,25,1,2754.05,2808.95,2865,2861.1,2909.55,2
42,11-11-2024,CONCOR,2048,5,3,804.2,813.45,830.3,824.25,834.3,0
43,11-11-2024,COROMANDEL,1707,10,0,1721.45,1729.65,1739,1756,1778.55,2
44,11-11-2024,CROMPTON,985,2.5,1,385.45,389.55,390.2,397.45,401.95,1
45,11-11-2024,CUB,912,1.25,1,172.9,175.1,174,177.15,180.15,0
46,11-11-2024,CUMMINSIND,7607,25,1,3465.45,3514.8,3598.8,3561.65,3608.15,0
47,11-11-2024,DABUR,904,2.5,4,520.15,525.55,522.65,530.2,534.8,0
48,11-11-2024,DALBHARAT,1196,10,6,1713.7,1731,1752.5,1755,1777.9,1
49,11-11-2024,DEEPAKNTR,2978,25,3,2464.05,2567.8,2627,2623.6,2670.45,0
50,11-11-2024,DIVISLAB,33071,25,0,5862.85,5909.35,5868.8,5959.65,6010.55,0
51,11-11-2024,DIXON,6559,50,0,15030.65,15340.45,15492.5,15513.8,null,3
52,11-11-2024,DLF,4934,5,2,761.1,771.6,778.3,782.5,791.4,0
53,11-11-2024,DRREDDY,2336,5,0,1263.1,1273.6,1286.2,1283.35,1293.45,0
54,11-11-2024,EICHERMOT,1947,25,3,4709.6,4761.55,4789.1,4808.3,4859.35,0
55,11-11-2024,ESCORTS,1995,25,4,3571.3,3619.85,3620.55,3669.15,3705.95,1
56,11-11-2024,EXIDEIND,2741,5,1,413.15,424,438.4,433.75,443.05,0
57,11-11-2024,FEDERALBNK,2172,1.25,0,200.93,203.23,207.95,205.78,207.98,0
58,11-11-2024,GAIL,2394,1.25,0,197.71,200.36,203,202.76,204.71,0
59,11-11-2024,GLENMARK,1030,10,3,1649.6,1665.5,1637.85,1686.3,1708.4,1
60,11-11-2024,GMRINFRA,2282,0.5,4,77.08,78.08,79.4,79.03,80.13,0
61,11-11-2024,GNFC,1089,5,4,584.1,603.35,606.8,613.15,623.45,1
62,11-11-2024,GODREJCP,721,10,3,1192.3,1227.05,1218.85,1246.65,1265,1
63,11-11-2024,GODREJPROP,2904,25,1,2599.9,2661.45,2669.9,2711.2,2757.4,0
64,11-11-2024,GRANULES,2118,5,1,570.6,575.1,572.05,591.15,600.4,1
65,11-11-2024,GRASIM,3070,10,4,2478.45,2497.6,2515,2517.45,2536.7,0
66,11-11-2024,GUJGASLTD,1756,5,5,503.55,514.15,517.9,523.45,531.7,1
67,11-11-2024,HAL,4881,50,1,4247.45,4343.85,4437,4435.65,4528.05,0
68,11-11-2024,HAVELLS,1370,10,3,1603.1,1619.25,1640,1641.25,1659.35,0
69,11-11-2024,HCLTECH,3182,10,0,1811.3,1830.15,1870,1848.45,1867.5,2
70,11-11-2024,HDFCAMC,1663,25,1,4361.05,4414,4445.4,4429.7,4507.8,2
71,11-11-2024,HDFCBANK,9614,5,0,1743.05,1752.6,1763.9,1762.25,1772.3,0
72,11-11-2024,HDFCLIFE,2493,5,2,682.7,692.75,705.5,702.5,711.9,0
73,11-11-2024,HEROMOTOCO,2158,50,1,4641.9,4744.7,4750,4840.75,4948.8,0
74,11-11-2024,HINDALCO,4947,5,2,632.65,642.3,655.05,652.35,661.8,0
75,11-11-2024,HINDCOPPER,1006,2.5,4,268.3,274.95,272.85,280.75,284.85,1
76,11-11-2024,HINDPETRO,2195,2.5,0,366.3,370.35,381.85,376.1,380.95,0
77,11-11-2024,HINDUNILVR,2905,10,1,2485.55,2505.4,2491.3,2524.6,2542.8,0
78,11-11-2024,ICICIBANK,9147,5,2,1241.65,1251.25,1268.65,1261.5,1271.2,0
79,11-11-2024,ICICIGI,1498,10,3,1840.9,1872.5,1926.55,1900.4,1899.65,2
80,11-11-2024,ICICIPRULI,804,5,3,691.15,701.65,702.95,710.3,720.9,0
81,11-11-2024,IDEA,971,0.5,1,6.51,7.51,7.82,8.26,9.36,0
82,11-11-2024,IDFCFIRSTB,2155,0.5,3,64.54,65.54,66.5,66.54,67.49,0
83,11-11-2024,IEX,1468,1.25,3,163.96,168.21,169.3,170.61,172.96,0
84,11-11-2024,IGL,2147,5,2,420.5,430.1,439.9,439.5,448.85,0
85,11-11-2024,INDHOTEL,10165,5,0,724.3,734.1,728.9,743.9,753.15,6
86,11-11-2024,INDIAMART,1120,25,4,2299.3,2360.1,2368,2360.1,2395.95,1
87,11-11-2024,INDIGO,3084,25,1,3918.85,3967.55,4008,4017.1,4062.2,1
88,11-11-2024,INDUSINDBK,4842,10,1,1009.4,1028.45,1058.45,1047,1065.3,0
89,11-11-2024,INDUSTOWER,2915,5,1,304.5,314.25,325,323.35,332.55,0
90,11-11-2024,INFY,7497,10,0,1808.15,1826.65,1859.05,1846.15,1863.8,1
91,11-11-2024,IOC,2520,1.25,2,135.74,138.04,139.48,140.44,142.74,0
92,11-11-2024,IPCALAB,957,10,4,1521.2,1552.25,1529.15,1567.3,1578.65,3
93,11-11-2024,IRCTC,5826,5,1,816.25,825.15,835.5,834.9,844.95,0
94,11-11-2024,ITC,2851,2.5,1,467.15,472,477.3,476.75,481.45,0
95,11-11-2024,JINDALSTEL,2172,5,0,903.6,913.1,908.85,922,932.5,0
96,11-11-2024,JKCEMENT,687,25,2,3983,4027.95,4064,4084.65,4128.55,0
97,11-11-2024,JSWSTEEL,3216,5,0,972.6,982.65,981,992.5,1002.4,0
98,11-11-2024,JUBLFOOD,2037,5,0,595.3,605.25,602.6,615.35,625.55,1
99,11-11-2024,KOTAKBANK,5972,10,1,1726.3,1745.45,1740.35,1764.85,1785.1,0
100,11-11-2024,LALPATHLAB,1453,25,4,3012.4,3059.6,3011.25,3119.1,3179.85,4
101,11-11-2024,LAURUSLABS,2052,5,1,472.6,483.15,494,493.1,501.95,1
102,11-11-2024,LICHSGFIN,1257,5,2,603.8,613.95,625.05,623.7,633.25,0
103,11-11-2024,LT,5650,25,1,3574.3,3620,3625,3665.9,3710.55,2
104,11-11-2024,LTF,1952,1.25,1,135.8,138.35,140.03,140.85,143.25,0
105,11-11-2024,LTIM,2168,25,1,5879.5,5921.2,5977,5968.05,6020.7,2
106,11-11-2024,LTTS,1767,25,2,4961.8,4939.5,5100.25,5061,5079.95,0
107,11-11-2024,LUPIN,8553,10,1,2082.55,2101.6,2083,2122.75,2142.15,0
108,11-11-2024,M&M,13426,25,0,2925.6,2972.4,2920,3019.4,3066.7,3
109,11-11-2024,M&MFIN,922,2.5,2,257.15,268.9,269.7,274.4,278.45,0
110,11-11-2024,MANAPPURAM,4277,1.25,2,144.95,147.65,156.5,151.85,152.4,0
111,11-11-2024,MARICO,1018,5,2,614.2,620.6,616.35,630.05,642.35,1
112,11-11-2024,MARUTI,22860,50,0,11325.6,11423.05,11390,11519.65,11617.35,0
113,11-11-2024,MCX,2376,50,1,6239.2,6346.45,6390,6441.1,6537.45,1
114,11-11-2024,METROPOLIS,1274,10,8,2109.1,null,2115,null,2149.4,2
115,11-11-2024,MFSL,1966,10,0,1183.25,1200.3,1206.1,1227.2,1240.15,3
116,11-11-2024,MGL,1105,10,5,1339.4,1380.35,1401.15,null,1761.05,0
117,11-11-2024,MOTHERSON,4799,1.25,2,170.38,173.38,174.62,175.93,178.28,0
118,11-11-2024,MPHASIS,1047,25,4,2763.9,2804.45,2868.05,2856.85,2904.15,1
119,11-11-2024,MRF,5433,250,1,121453.55,121590.95,122873.5,null,null,1
120,11-11-2024,MUTHOOTFIN,2519,10,4,1761.2,1778.75,1819.9,1798.15,1816.45,0
121,11-11-2024,NATIONALUM,3405,1.25,0,228.59,227.84,234.01,234.09,236.34,0
122,11-11-2024,NAUKRI,6364,50,2,7736.45,7830.55,7940,7922.45,8048.15,2
123,11-11-2024,NAVINFLUOR,1103,25,4,3411,3445.75,3460,3511.15,3532.4,3
124,11-11-2024,NESTLEIND,2158,10,1,2246.5,2267,2285,2284.75,2305.15,0
125,11-11-2024,NMDC,2579,2.5,4,222.04,226.54,233.5,231.44,236.24,1
126,11-11-2024,NTPC,3910,2.5,1,391.45,396.2,393.1,400.95,406.05,0
127,11-11-2024,OBEROIRLTY,2371,10,0,1975.3,1992.95,2015.8,2015.95,2035.35,2
128,11-11-2024,OFSS,1611,125,2,11380.65,11602.85,11930,11847.85,12084.3,4
129,11-11-2024,ONGC,5117,2.5,0,249.1,254.25,257.25,259,263.75,0
130,11-11-2024,PAGEIND,7541,250,0,46894.25,47362.65,47350,47881.1,48309.65,6
131,11-11-2024,PEL,1439,10,4,1007.65,1025.6,1036,1045,1064.15,1
132,11-11-2024,PERSISTENT,2681,50,0,,,5727,,,4
133,11-11-2024,PETRONET,12299,1.5,1,320.3,327.75,326.3,327.75,336.8,0
134,11-11-2024,PFC,11832,5,2,447,456.6,480.4,465.95,475.6,0
135,11-11-2024,PIDILITIND,1957,10,5,3096.4,3110.2,3096.45,3133.8,3153.2,0
136,11-11-2024,PIIND,1980,25,4,4377.6,4466.85,4595.7,4490.9,4579.4,2
137,11-11-2024,PNB,2501,0.5,0,101.54,102.54,105.04,103.99,104.64,2
138,11-11-2024,POLYCAB,2156,50,1,6526.25,6617.9,6701,6712,6809.9,0
139,11-11-2024,POWERGRID,7212,2.5,1,311.9,316.35,330,321,325.75,0
140,11-11-2024,PVRINOX,2607,10,3,1443.05,1464.2,1462.9,1482.8,1503.45,0
141,11-11-2024,RAMCOCEM,867,5,3,844.55,855.05,872.9,864.4,870.8,2
142,11-11-2024,RBLBANK,2327,1.25,3,158.17,160.42,162.49,163.27,165.67,0
143,11-11-2024,RECLTD,7004,5,2,503.65,513.7,528.45,522.95,532.2,0
144,11-11-2024,RELIANCE,26003,5,1,1258.9,1269.05,1273.4,1278.75,1288.6,0
145,11-11-2024,SAIL,3546,1.25,4,113.27,115.92,116.08,118.27,120.52,0
146,11-11-2024,SBICARD,2145,2.5,0,681,687.6,692.7,692.45,697.1,0
147,11-11-2024,SBILIFE,1207,10,4,1526.15,1544.45,1567.95,1565.45,1584.2,0
148,11-11-2024,SBIN,28160,5,0,833,842.55,845.95,852.05,861.35,0
149,11-11-2024,SHREECEM,497,125,4,null,23869.3,24331.75,24655.2,24935.8,6
150,11-11-2024,SHRIRAMFIN,3055,25,2,2903.65,2958.65,2999,3008.05,3050,0
151,11-11-2024,SIEMENS,2259,50,2,6937.35,7028.75,7058,7127.85,7218.05,2
152,11-11-2024,SRF,1417,10,2,2193.65,2241.3,2294.1,2267.2,2279.85,0
153,11-11-2024,SUNPHARMA,2582,10,1,1789.5,1809.45,1793.55,1826.25,1844.95,1
154,11-11-2024,SUNTV,1021,5,5,732.65,739.65,741,763.5,753.6,3
155,11-11-2024,SYNGENE,1249,5,1,882.15,892.25,891.35,901.6,910.9,3
156,11-11-2024,TATACHEM,1579,10,4,1033.3,1065.8,1095,1087.65,1106.6,0
157,11-11-2024,TATACOMM,2142,10,3,1745.05,1764.7,1774.95,1764.7,1785.95,1
158,11-11-2024,TATACONSUM,2005,5,0,983.7,993.15,976.85,1002.75,1012.45,0
159,11-11-2024,TATAMOTORS,90163,5,0,801.8,811.85,805,821.3,830.55,0
160,11-11-2024,TATAPOWER,5755,2.5,1,420.5,425.3,431.6,430.85,435.65,0
161,11-11-2024,TATASTEEL,9683,1.25,1,143.31,145.66,145.3,148.06,150.61,0
162,11-11-2024,TCS,9841,25,0,4072.55,4121.1,4186.5,4166.65,4214.15,2
163,11-11-2024,TECHM,1907,10,0,1649.25,1668.35,1705,1687.7,1707.7,4
164,11-11-2024,TITAN,4188,25,4,3115.8,3163.85,3203,3212.15,3259.05,0
165,11-11-2024,TORNTPHARM,852,25,4,3114.65,3172.25,3146.1,3211.5,3247.1,2
166,11-11-2024,TRENT,13730,50,3,6222.25,6315.15,6463,6408.65,6508.2,0
167,11-11-2024,TVSMOTOR,1340,25,4,2416.05,2465.95,2459.05,2513.5,2576.95,1
168,11-11-2024,UBL,1013,10,6,1883,1904.65,1905,1911.55,1936.45,2
169,11-11-2024,ULTRACEMCO,2321,50,3,10812,10918.4,10961.35,11012.2,11109.7,0
170,11-11-2024,UNITDSPR,2849,10,3,1442.6,1461.6,1475,1479.95,1500.45,2
171,11-11-2024,UPL,4766,5,2,522.9,533.9,513.3,543.9,553.7,0
172,11-11-2024,VEDL,6012,5,1,444.15,453.8,455.45,463.1,472.6,1
173,11-11-2024,VOLTAS,2687,10,0,1745.85,1763.25,1750,1782.3,1800.5,3
174,11-11-2024,WIPRO,4087,2.5,0,561.4,566.35,572.9,571.3,575.9,0
175,11-11-2024,ZYDUSLIFE,780,10,1,946.25,966.75,968.1,987.75,1003.45,0
176,11-11-2024,AARTIIND,21059,5,0,411.2,422.85,439.25,433.6,443.35,0
177,11-11-2024,ABB,2014,50,2,6931.5,7027.6,7225,7110.5,7235.4,0
0,07-11-2024,ADANIPORTS,4598,10,1,1345.45,1363.9,1351,1382.1,1402.1,0
1,07-11-2024,ALKEM,2294,50,5,5746.4,5852.6,5720,5953.55,6044.4,3
2,07-11-2024,AMBUJACEM,977,5,5,563.9,572.85,570.35,582.25,591.25,0
3,07-11-2024,APOLLOHOSP,49522,25,0,7302.6,7353,7409.95,7400.05,7453.15,4
4,07-11-2024,APOLLOTYRE,1362,5,0,477.5,487.55,498.4,497.6,507.4,1
5,07-11-2024,ASHOKLEY,2631,1.25,0,211.26,213.71,215.3,216.31,218.71,0
6,07-11-2024,ASIANPAINT,3910,10,0,2858.1,2878.4,2846,2898.4,2919.35,0
7,07-11-2024,ASTRAL,1127,10,5,1753.7,1786.25,1790,1804.5,1818.15,2
8,07-11-2024,ATUL,426,50,2,7768.05,7932.9,7990.55,7996.5,null,9
9,07-11-2024,AUBANK,1329,5,2,593.65,603.85,602,613.35,622.95,0
10,07-11-2024,AUROPHARMA,1486,10,1,1361.4,1381.65,1350.35,1400.65,1417.2,2
11,07-11-2024,AXISBANK,4837,5,0,1149.95,1159.8,1160.45,1169.3,1178.75,0
12,07-11-2024,BAJAJ-AUTO,7271,50,0,9829.4,9923.15,9850.4,10026.3,10120,0
13,07-11-2024,BAJAJFINSV,1772,10,0,1705.6,1724.45,1732.15,1743.75,1762.95,0
14,07-11-2024,BAJFINANCE,3447,50,0,6823.55,6917.65,6900,7014,7112,0
15,07-11-2024,BALKRISIND,1335,25,3,2791.1,2826.7,2879.55,2880.7,2907.3,4
16,07-11-2024,BANDHANBNK,1294,1.25,0,180.33,182.28,181.7,185.13,187.38,1
17,07-11-2024,BANKBARODA,3669,1.25,0,257.3,259.7,263,262.4,264.6,0
18,07-11-2024,BATAINDIA,2895,5,0,1332.35,1342.65,1336.1,1352.85,1361.6,1
19,07-11-2024,BEL,6240,2.5,0,291.2,295.95,299.95,300.8,305.6,1
20,07-11-2024,BERGEPAINT,2167,2.5,0,515.55,519.7,517.45,524.9,530.9,0
21,07-11-2024,BHARATFORG,1618,10,0,1428.95,1447,1449.9,1469.45,1487.8,0
22,07-11-2024,BHARTIARTL,6209,10,0,1587.05,1605,1573.7,1624.25,1642.55,0
23,07-11-2024,BHEL,5166,2.5,0,241.53,246.38,244.6,251.18,255.93,0
24,07-11-2024,BIOCON,1541,2.5,1,317.15,322,327.9,326.7,331.5,0
25,07-11-2024,BOSCHLTD,458,250,3,35842.75,36043.5,36074.9,null,36988.7,4
26,07-11-2024,BPCL,3796,2.5,0,306.1,311,315.05,315.7,320,0
27,07-11-2024,BRITANNIA,1615,25,2,5602.45,5656.3,5670.7,5702.7,5755.7,1
28,07-11-2024,BSOFT,1603,5,0,563.3,573.5,573.75,583.45,593.3,0
29,07-11-2024,CANBK,3194,0.5,0,104.02,104.92,104.92,106.02,106.97,0
30,07-11-2024,CANFINHOME,1506,5,3,848,859,858,870,876.95,2
31,07-11-2024,CHAMBLFERT,4567,5,1,489.35,498.85,515,508.6,517.8,5
32,07-11-2024,CHOLAFIN,1629,10,0,1265.55,1286.25,1283,1306.15,1324.1,1
33,07-11-2024,CIPLA,4169,10,1,1545.55,1564.2,1582.75,1583.45,1602.55,1
34,07-11-2024,COALINDIA,8466,0.375,0,432.85,435.35,435.55,437.65,440.3,0
35,07-11-2024,COFORGE,4884,50,0,7715.6,7810.05,7855,7911.65,8002.3,4
36,07-11-2024,COLPAL,1547,25,2,2910.75,2958.4,2908,3009.75,3050.8,4
37,07-11-2024,CONCOR,1671,5,0,844.45,854.2,853,863.8,872.05,0
38,07-11-2024,COROMANDEL,1299,10,0,1703.6,1727.9,1734.1,1739.4,null,7
39,07-11-2024,CROMPTON,1114,2.5,1,393.35,396.4,391,411.8,403.45,2
40,07-11-2024,CUB,1191,1.25,1,175.33,178.03,180.91,180.43,183.03,1
41,07-11-2024,CUMMINSIND,4191,25,2,3515,3564.1,3538.25,3615.6,3659.85,3
42,07-11-2024,DABUR,1539,2.5,2,532.7,537.5,534.1,542.25,546.8,0
43,07-11-2024,DALBHARAT,1104,10,3,1787.8,1793.45,1795,1821.45,1844.5,2
44,07-11-2024,DEEPAKNTR,2357,25,1,2764.6,2816,2858.55,2862.95,null,3
45,07-11-2024,DIVISLAB,3090,25,0,5908.75,5951.35,5950.05,6012.4,6060.55,2
46,07-11-2024,DIXON,12513,75,0,15497.9,null,15585.8,null,15818.15,5
47,07-11-2024,DLF,4647,5,0,801.45,811.05,804.2,821.1,830.55,0
48,07-11-2024,DRREDDY,4729,5,0,1281,1292.7,1288,1301.65,1310.9,0
49,07-11-2024,EICHERMOT,2209,25,2,4802,4859.65,4875,4900.55,4951.5,3
50,07-11-2024,ESCORTS,1202,25,5,3662.35,3700.5,3644,3749.2,3783.5,1
51,07-11-2024,EXIDEIND,1627,5,1,434.85,444.25,448.35,453.5,462.65,0
52,07-11-2024,FEDERALBNK,3541,1.25,0,203.24,205.79,205.99,208.29,210.44,1
53,07-11-2024,GAIL,6600,1.25,0,210.62,212.87,210.85,215.42,220.22,0
54,07-11-2024,GLENMARK,832,10,2,1719.95,1740.3,1655,1765.2,1779.45,4
55,07-11-2024,GMRINFRA,2852,0.5,2,80.22,81.22,80.9,81.22,82.22,0
56,07-11-2024,GNFC,1931,5,1,622.8,632.65,637.3,642.4,652.35,4
57,07-11-2024,GODREJCP,983,10,3,1250.85,1266.2,1263.45,1286.55,1305.15,2
58,07-11-2024,GODREJPROP,2039,25,1,2769.35,2819.3,2807.85,2865.75,2915.4,0
59,07-11-2024,GRANULES,7874,5,1,571.35,580.95,570,591.4,601.05,1
60,07-11-2024,GRASIM,2227,10,2,2599.1,2616.75,2564.75,2636.6,2657,1
61,07-11-2024,GUJGASLTD,5421,5,4,523.7,533.25,540.55,543.35,552.85,1
62,07-11-2024,HAL,5347,50,1,4246.8,4341.85,4432,4433.45,4526.65,0
63,07-11-2024,HAVELLS,2060,10,1,1644.2,1661.7,1661.4,1681.35,1702.7,0
64,07-11-2024,HCLTECH,8907,10,0,1828.65,1847.2,1826.35,1866.95,1885.75,2
65,07-11-2024,HDFCAMC,2142,25,0,4417.05,4464.2,4527.35,4514.7,4576.7,4
66,07-11-2024,HDFCBANK,14809,5,0,1736.6,1746.75,1743.5,1755.95,1765.8,0
67,07-11-2024,HDFCLIFE,1528,5,2,693.9,703.55,711.5,713.6,722.6,0
68,07-11-2024,HEROMOTOCO,1978,50,1,4741.65,4839.85,4811,4940,5040.15,0
